invoice_id,Branch,City,category,unit_price,quantity,date,time,payment_method,rating,profit_margin
1485,M006,El Paso,Home and lifestyle,$17,2.0,28/03/25,18:45:00,Ewallet,6.0,0.48
1486,M047,Flower Mound,Fashion accessories,$37,1.0,24/11/25,21:37:00,Ewallet,5.0,0.48
1487,M015,Grand Prairie,Home and lifestyle,$63,2.0,18/06/25,13:42:00,Ewallet,6.0,0.48
1488,M068,Burleson,Fashion accessories,$22,1.0,20/07/25,15:37:00,Ewallet,6.0,0.33
1489,M065,Texas City,Home and lifestyle,$24,3.0,25/01/25,8:01:00,Ewallet,5.0,0.33
1490,M094,Alamo,Fashion accessories,$77,2.0,13/01/25,12:25:00,Ewallet,5.0,0.33
1491,M048,Harlingen,Home and lifestyle,$19,2.0,02/10/25,7:27:00,Ewallet,5.0,0.48
1492,M098,Mineral Wells,Fashion accessories,$57,1.0,19/01/25,18:43:00,Ewallet,4.0,0.18
1493,M099,Weatherford,Home and lifestyle,$27,1.0,28/02/25,7:38:00,Ewallet,4.0,0.18
1494,M046,Temple,Fashion accessories,$55,2.0,22/01/25,19:40:00,Ewallet,4.0,0.48
1495,M046,Temple,Home and lifestyle,$70,2.0,02/03/25,17:39:00,Ewallet,5.0,0.48
1496,M049,North Richland Hills,Fashion accessories,$65,2.0,23/08/25,18:22:00,Ewallet,4.0,0.48
1497,M068,Burleson,Home and lifestyle,$52,3.0,19/12/25,13:00:00,Ewallet,6.0,0.33
1498,M024,Carrollton,Fashion accessories,$83,3.0,30/07/25,17:20:00,Ewallet,8.0,0.48
1499,M084,Schertz,Home and lifestyle,$70,3.0,06/11/25,12:31:00,Ewallet,5.0,0.33
1500,M046,Temple,Fashion accessories,$69,2.0,30/06/25,14:01:00,Ewallet,7.0,0.48
1501,M035,San Angelo,Home and lifestyle,$25,3.0,11/09/25,14:32:00,Ewallet,7.0,0.48
1502,M052,Mansfield,Fashion accessories,$15,2.0,05/11/25,16:07:00,Ewallet,6.0,0.57
1503,M093,Angleton,Home and lifestyle,$43,3.0,11/09/25,6:01:00,Ewallet,4.0,0.33
1504,M019,Pasadena,Fashion accessories,$52,1.0,12/09/25,22:06:00,Ewallet,9.0,0.48
1505,M024,Carrollton,Home and lifestyle,$61,3.0,04/07/25,17:07:00,Ewallet,8.0,0.48
1506,M077,Coppell,Fashion accessories,$15,1.0,17/06/25,8:00:00,Ewallet,6.0,0.33
1507,M062,Galveston,Home and lifestyle,$34,3.0,03/11/25,7:03:00,Ewallet,5.0,0.33
1508,M035,San Angelo,Fashion accessories,$64,2.0,19/06/25,20:49:00,Ewallet,7.0,0.48
1509,M064,Bedford,Home and lifestyle,$27,1.0,13/05/25,7:45:00,Ewallet,5.0,0.33
1510,M020,Killeen,Fashion accessories,$57,1.0,09/06/25,6:31:00,Ewallet,8.0,0.48
1511,M093,Angleton,Home and lifestyle,$67,1.0,11/12/25,12:58:00,Ewallet,9.0,0.33
1512,M026,Denton,Fashion accessories,$34,3.0,22/10/25,23:00:00,Ewallet,9.0,0.48
1513,M002,Dallas,Home and lifestyle,$52,1.0,07/03/25,8:06:00,Ewallet,5.0,0.36
1514,M036,Allen,Fashion accessories,$17,2.0,08/07/25,15:55:00,Ewallet,4.0,0.48
1515,M011,Lubbock,Home and lifestyle,$71,1.0,22/05/25,22:22:00,Ewallet,4.0,0.48
1516,M093,Angleton,Fashion accessories,$19,2.0,15/02/25,13:22:00,Ewallet,8.0,0.33
1517,M039,Longview,Home and lifestyle,$41,3.0,17/04/25,20:41:00,Ewallet,5.0,0.48
1518,M048,Harlingen,Fashion accessories,$49,1.0,13/10/25,13:46:00,Ewallet,5.0,0.48
1519,M049,North Richland Hills,Home and lifestyle,$61,1.0,20/12/25,20:19:00,Ewallet,8.0,0.48
1520,M034,College Station,Fashion accessories,$32,1.0,06/10/25,17:29:00,Ewallet,9.0,0.48
1521,M062,Galveston,Home and lifestyle,$26,3.0,26/10/25,11:40:00,Ewallet,7.0,0.33
1522,M089,Southlake,Fashion accessories,$20,2.0,06/06/25,21:24:00,Ewallet,8.0,0.33
1523,M026,Denton,Home and lifestyle,$43,1.0,25/12/25,16:17:00,Ewallet,9.0,0.48
1524,M012,Garland,Fashion accessories,$51,1.0,29/10/25,16:15:00,Ewallet,6.0,0.48
1525,M072,Lancaster,Home and lifestyle,$19,1.0,12/03/25,9:04:00,Ewallet,4.0,0.33
1526,M038,Sugar Land,Fashion accessories,$85,1.0,12/12/25,10:34:00,Ewallet,5.0,0.48
1527,M084,Schertz,Home and lifestyle,$74,3.0,18/05/25,15:53:00,Ewallet,9.0,0.33
1528,M016,Brownsville,Fashion accessories,$68,3.0,26/04/25,16:18:00,Ewallet,6.0,0.48
1529,M079,La Porte,Home and lifestyle,$80,3.0,14/08/25,15:40:00,Ewallet,9.0,0.33
1530,M091,Little Elm,Fashion accessories,$67,1.0,15/07/25,21:31:00,Ewallet,5.0,0.33
1531,M096,Eagle Pass,Home and lifestyle,$42,2.0,02/06/25,16:48:00,Ewallet,9.0,0.33
1532,M063,Georgetown,Fashion accessories,$16,2.0,28/04/25,7:17:00,Ewallet,5.0,0.33
1533,M097,Alice,Home and lifestyle,$33,2.0,23/08/25,22:15:00,Ewallet,7.0,0.18
1534,M076,Huntsville,Fashion accessories,$38,3.0,19/09/25,14:24:00,Ewallet,4.0,0.33
1535,M076,Huntsville,Home and lifestyle,$36,2.0,28/12/25,7:04:00,Ewallet,5.0,0.33
1536,M094,Alamo,Fashion accessories,$50,1.0,07/11/25,22:16:00,Ewallet,8.0,0.33
1537,M099,Weatherford,Home and lifestyle,$39,1.0,22/03/25,11:10:00,Ewallet,6.0,0.18
1538,M061,Cedar Park,Fashion accessories,$27,3.0,23/11/25,21:57:00,Ewallet,9.0,0.33
1539,M086,Rosenberg,Home and lifestyle,$51,1.0,16/01/25,10:12:00,Ewallet,8.0,0.33
1540,M031,Lewisville,Fashion accessories,$78,1.0,15/12/25,11:45:00,Ewallet,7.0,0.48
1541,M009,Plano,Home and lifestyle,$53,3.0,18/02/25,21:55:00,Ewallet,7.0,0.48
1542,M036,Allen,Fashion accessories,$22,2.0,23/10/25,13:38:00,Ewallet,7.0,0.48
1543,M062,Galveston,Home and lifestyle,$84,2.0,07/10/25,14:49:00,Ewallet,4.0,0.33
1544,M053,Conroe,Fashion accessories,$40,2.0,30/11/25,16:06:00,Ewallet,8.0,0.57
1545,M025,Waco,Home and lifestyle,$42,3.0,06/07/25,11:00:00,Ewallet,9.0,0.48
1546,M019,Pasadena,Fashion accessories,$38,1.0,27/08/25,15:41:00,Ewallet,4.0,0.48
1547,M018,Frisco,Home and lifestyle,$50,3.0,22/10/25,17:56:00,Ewallet,9.0,0.48
1548,M027,Abilene,Fashion accessories,$55,2.0,19/01/25,11:22:00,Ewallet,4.0,0.48
1549,M064,Bedford,Home and lifestyle,$48,1.0,03/08/25,14:30:00,Ewallet,4.0,0.33
1550,M013,Irving,Fashion accessories,$62,3.0,13/08/25,14:02:00,Ewallet,4.0,0.48
1551,M008,Corpus Christi,Home and lifestyle,$73,1.0,19/05/25,16:12:00,Ewallet,6.0,0.48
1552,M020,Killeen,Fashion accessories,$42,2.0,16/07/25,14:13:00,Ewallet,9.0,0.48
1553,M069,Rockwall,Home and lifestyle,$84,1.0,06/12/25,21:21:00,Ewallet,8.0,0.33
1554,M020,Killeen,Fashion accessories,$19,1.0,12/09/25,19:54:00,Ewallet,7.0,0.48
1555,M032,Tyler,Home and lifestyle,$26,2.0,07/11/25,6:56:00,Ewallet,4.0,0.48
1556,M010,Laredo,Fashion accessories,$33,3.0,25/01/25,7:21:00,Ewallet,6.0,0.48
1557,M012,Garland,Home and lifestyle,$23,1.0,09/07/25,18:53:00,Ewallet,4.0,0.48
1558,M082,Weslaco,Fashion accessories,$81,3.0,27/12/25,21:46:00,Cash,5.0,0.33
1559,M096,Eagle Pass,Home and lifestyle,$78,2.0,17/02/25,18:54:00,Ewallet,9.0,0.33
1560,M026,Denton,Fashion accessories,$42,3.0,20/12/25,13:54:00,Ewallet,7.0,0.48
1561,M082,Weslaco,Home and lifestyle,$27,2.0,24/06/25,9:26:00,Cash,6.0,0.33
1562,M065,Texas City,Fashion accessories,$53,3.0,22/03/25,18:19:00,Ewallet,6.0,0.33
1563,M085,Kerrville,Home and lifestyle,$23,2.0,16/01/25,19:04:00,Ewallet,4.0,0.33
1564,M048,Harlingen,Fashion accessories,$81,1.0,27/08/25,7:08:00,Ewallet,7.0,0.48
1565,M033,Pearland,Home and lifestyle,$47,3.0,09/08/25,17:46:00,Ewallet,8.0,0.48
1566,M046,Temple,Fashion accessories,$76,2.0,11/09/25,12:23:00,Ewallet,9.0,0.48
1567,M072,Lancaster,Home and lifestyle,$25,1.0,30/01/25,14:48:00,Ewallet,4.0,0.33
1568,M044,Pharr,Fashion accessories,$67,2.0,16/05/25,17:59:00,Ewallet,4.0,0.48
1569,M052,Mansfield,Home and lifestyle,$25,1.0,28/06/25,13:17:00,Ewallet,9.0,0.57
1570,M047,Flower Mound,Fashion accessories,$66,1.0,01/12/25,6:12:00,Ewallet,8.0,0.48
1571,M039,Longview,Home and lifestyle,$15,3.0,29/01/25,20:09:00,Ewallet,6.0,0.48
1572,M070,Hurst,Fashion accessories,$36,1.0,06/04/25,16:34:00,Ewallet,5.0,0.33
1573,M018,Frisco,Home and lifestyle,$69,1.0,23/07/25,10:51:00,Ewallet,6.0,0.48
1574,M023,Midland,Fashion accessories,$50,2.0,25/03/25,21:22:00,Ewallet,5.0,0.48
1575,M034,College Station,Home and lifestyle,$74,2.0,12/02/25,9:10:00,Ewallet,7.0,0.48
1576,M059,Pflugerville,Fashion accessories,$75,2.0,02/10/25,20:08:00,Ewallet,5.0,0.33
1577,M071,Lufkin,Home and lifestyle,$24,1.0,13/07/25,10:46:00,Ewallet,5.0,0.33
1578,M017,McKinney,Fashion accessories,$74,3.0,23/02/25,7:49:00,Ewallet,4.0,0.48
1579,M019,Pasadena,Home and lifestyle,$64,2.0,17/08/25,16:01:00,Ewallet,9.0,0.48
1580,M035,San Angelo,Fashion accessories,$46,1.0,28/04/25,13:31:00,Ewallet,4.0,0.48
1581,M025,Waco,Home and lifestyle,$73,1.0,22/10/25,19:36:00,Ewallet,9.0,0.48
1582,M008,Corpus Christi,Fashion accessories,$49,3.0,29/04/25,8:14:00,Ewallet,7.0,0.48
1583,M027,Abilene,Home and lifestyle,$69,2.0,09/12/25,9:01:00,Ewallet,6.0,0.48
1584,M020,Killeen,Fashion accessories,$36,3.0,18/02/25,19:25:00,Ewallet,8.0,0.48
1585,M061,Cedar Park,Home and lifestyle,$42,2.0,11/10/25,20:43:00,Ewallet,7.0,0.33
1586,M015,Grand Prairie,Fashion accessories,$77,3.0,08/10/25,7:08:00,Ewallet,8.0,0.48
1587,M065,Texas City,Home and lifestyle,$38,1.0,18/06/25,18:27:00,Ewallet,7.0,0.33
1588,M017,McKinney,Fashion accessories,$61,1.0,05/01/25,17:07:00,Ewallet,7.0,0.48
1589,M043,Baytown,Home and lifestyle,$35,2.0,25/06/25,22:05:00,Ewallet,8.0,0.48
1590,M032,Tyler,Fashion accessories,$45,3.0,12/10/25,15:27:00,Ewallet,5.0,0.48
1591,M019,Pasadena,Home and lifestyle,$62,2.0,11/10/25,12:06:00,Ewallet,7.0,0.48
1592,M052,Mansfield,Fashion accessories,$39,3.0,04/04/25,15:48:00,Ewallet,7.0,0.57
1593,M027,Abilene,Home and lifestyle,$60,2.0,13/02/25,15:49:00,Ewallet,4.0,0.48
1594,M074,Weslaco,Fashion accessories,$78,3.0,26/05/25,22:35:00,Cash,9.0,0.33
1595,M052,Mansfield,Home and lifestyle,$68,1.0,12/04/25,22:07:00,Ewallet,6.0,0.57
1596,M047,Flower Mound,Fashion accessories,$81,3.0,14/11/25,8:53:00,Ewallet,6.0,0.48
1597,M062,Galveston,Home and lifestyle,$52,1.0,14/01/25,7:48:00,Ewallet,4.0,0.33
1598,M095,Big Spring,Fashion accessories,$15,3.0,29/05/25,18:53:00,Ewallet,7.0,0.33
1599,M012,Garland,Home and lifestyle,$80,2.0,14/10/25,21:45:00,Ewallet,9.0,0.48
1600,M060,DeSoto,Fashion accessories,$82,1.0,31/08/25,14:48:00,Ewallet,9.0,0.33
1601,M016,Brownsville,Home and lifestyle,$50,2.0,26/12/25,7:21:00,Ewallet,6.0,0.48
1602,M054,Sherman,Fashion accessories,$48,1.0,18/03/25,6:34:00,Ewallet,8.0,0.21
1603,M049,North Richland Hills,Home and lifestyle,$43,2.0,15/07/25,22:21:00,Ewallet,8.0,0.48
1604,M093,Angleton,Fashion accessories,$48,1.0,09/01/25,19:06:00,Ewallet,7.0,0.33
1605,M035,San Angelo,Home and lifestyle,$34,1.0,26/07/25,22:47:00,Ewallet,5.0,0.48
1606,M048,Harlingen,Fashion accessories,$46,3.0,17/12/25,22:51:00,Ewallet,5.0,0.48
1607,M027,Abilene,Home and lifestyle,$83,3.0,03/06/25,11:03:00,Ewallet,8.0,0.48
1608,M063,Georgetown,Fashion accessories,$45,3.0,07/07/25,6:42:00,Ewallet,8.0,0.33
1609,M094,Alamo,Home and lifestyle,$29,3.0,20/11/25,17:00:00,Ewallet,6.0,0.33
1610,M041,Mission,Fashion accessories,$83,3.0,10/02/25,13:55:00,Ewallet,5.0,0.48
1611,M068,Burleson,Home and lifestyle,$55,3.0,05/12/25,15:44:00,Ewallet,7.0,0.33
1612,M054,Sherman,Fashion accessories,$42,3.0,13/10/25,17:23:00,Ewallet,6.0,0.21
1613,M030,Richardson,Home and lifestyle,$52,1.0,22/07/25,20:15:00,Ewallet,6.0,0.48
1614,M005,Fort Worth,Fashion accessories,$52,3.0,21/03/25,8:45:00,Ewallet,9.0,0.48
1615,M021,McAllen,Home and lifestyle,$17,3.0,05/08/25,15:17:00,Ewallet,4.0,0.48
1616,M084,Schertz,Fashion accessories,$55,1.0,20/04/25,19:48:00,Ewallet,8.0,0.33
1617,M051,New Braunfels,Home and lifestyle,$52,1.0,14/02/25,17:08:00,Ewallet,7.0,0.48
1618,M083,Farmers Branch,Fashion accessories,$72,3.0,26/06/25,22:53:00,Ewallet,8.0,0.33
1619,M040,Edinburg,Home and lifestyle,$43,1.0,01/06/25,11:30:00,Ewallet,4.0,0.48
1620,M047,Flower Mound,Fashion accessories,$29,1.0,28/05/25,15:12:00,Ewallet,7.0,0.48
1621,M085,Kerrville,Home and lifestyle,$74,2.0,18/12/25,15:07:00,Ewallet,9.0,0.33
1622,M031,Lewisville,Fashion accessories,$85,1.0,08/09/25,7:33:00,Ewallet,8.0,0.48
1623,M038,Sugar Land,Home and lifestyle,$82,3.0,20/06/25,6:06:00,Ewallet,9.0,0.48
1624,M043,Baytown,Fashion accessories,$33,3.0,16/02/25,17:57:00,Ewallet,6.0,0.48
1625,M083,Farmers Branch,Home and lifestyle,$28,2.0,01/01/25,19:48:00,Ewallet,7.0,0.33
1626,M081,Friendswood,Fashion accessories,$23,3.0,27/08/25,16:59:00,Ewallet,4.0,0.33
1627,M001,Houston,Home and lifestyle,$63,1.0,09/09/25,18:39:00,Ewallet,4.0,0.36
1628,M008,Corpus Christi,Fashion accessories,$64,3.0,20/05/25,11:38:00,Ewallet,8.0,0.48
1629,M012,Garland,Home and lifestyle,$54,2.0,09/06/25,21:03:00,Ewallet,4.0,0.48
1630,M084,Schertz,Fashion accessories,$48,3.0,21/02/25,11:58:00,Ewallet,7.0,0.33
1631,M078,Del Rio,Home and lifestyle,$36,2.0,24/10/25,8:37:00,Ewallet,7.0,0.33
1632,M071,Lufkin,Fashion accessories,$49,2.0,15/01/25,18:14:00,Ewallet,8.0,0.33
1633,M068,Burleson,Home and lifestyle,$58,2.0,29/07/25,9:26:00,Ewallet,5.0,0.33
1634,M097,Alice,Fashion accessories,$23,3.0,11/04/25,20:01:00,Ewallet,9.0,0.18
1635,M015,Grand Prairie,Home and lifestyle,$47,1.0,09/04/25,20:10:00,Ewallet,9.0,0.48
1636,M015,Grand Prairie,Fashion accessories,$37,3.0,12/08/25,11:12:00,Ewallet,6.0,0.48
1637,M029,Round Rock,Home and lifestyle,$76,3.0,22/01/25,10:57:00,Ewallet,6.0,0.48
1638,M007,Arlington,Fashion accessories,$48,1.0,01/03/25,20:40:00,Ewallet,4.0,0.48
1639,M018,Frisco,Home and lifestyle,$27,2.0,07/08/25,16:31:00,Ewallet,6.0,0.48
1640,M043,Baytown,Fashion accessories,$64,3.0,13/10/25,9:33:00,Ewallet,4.0,0.48
1641,M093,Angleton,Home and lifestyle,$80,2.0,14/12/25,12:41:00,Ewallet,7.0,0.33
1642,M053,Conroe,Fashion accessories,$76,2.0,31/12/25,7:01:00,Ewallet,9.0,0.57
1643,M050,Victoria,Home and lifestyle,$29,1.0,10/01/25,9:25:00,Ewallet,7.0,0.48
1644,M091,Little Elm,Fashion accessories,$17,1.0,02/02/25,14:12:00,Ewallet,8.0,0.33
1645,M084,Schertz,Home and lifestyle,$63,2.0,01/03/25,22:36:00,Ewallet,8.0,0.33
1646,M008,Corpus Christi,Fashion accessories,$65,3.0,25/06/25,15:51:00,Ewallet,4.0,0.48
1647,M006,El Paso,Home and lifestyle,$29,1.0,31/10/25,9:38:00,Ewallet,8.0,0.48
1648,M020,Killeen,Fashion accessories,$50,3.0,20/03/25,6:09:00,Ewallet,4.0,0.48
1649,M046,Temple,Home and lifestyle,$52,1.0,26/11/25,16:31:00,Ewallet,6.0,0.48
1650,M089,Southlake,Fashion accessories,$63,2.0,22/09/25,12:12:00,Ewallet,8.0,0.33
1651,M047,Flower Mound,Home and lifestyle,$37,2.0,28/08/25,17:17:00,Ewallet,4.0,0.48
1652,M058,Port Arthur,Fashion accessories,$34,3.0,01/10/25,15:26:00,Ewallet,9.0,0.33
1653,M039,Longview,Home and lifestyle,$54,3.0,15/02/25,12:52:00,Ewallet,6.0,0.48
1654,M100,Canyon,Fashion accessories,$65,2.0,13/08/25,8:52:00,Ewallet,4.0,0.18
1655,M035,San Angelo,Home and lifestyle,$58,2.0,26/06/25,19:54:00,Ewallet,6.0,0.48
1656,M028,Odessa,Fashion accessories,$58,1.0,12/09/25,16:50:00,Ewallet,5.0,0.48
1657,M014,Amarillo,Home and lifestyle,$85,1.0,05/06/25,17:34:00,Ewallet,7.0,0.48
1658,M067,Haltom City,Fashion accessories,$25,3.0,14/11/25,14:29:00,Ewallet,7.0,0.33
1659,M060,DeSoto,Home and lifestyle,$26,1.0,08/06/25,22:06:00,Ewallet,5.0,0.33
1660,M030,Richardson,Fashion accessories,$28,2.0,05/03/25,21:56:00,Ewallet,4.0,0.48
1661,M046,Temple,Home and lifestyle,$75,1.0,11/12/25,21:51:00,Ewallet,7.0,0.48
1662,M100,Canyon,Fashion accessories,$18,2.0,20/02/25,9:22:00,Ewallet,7.0,0.18
1663,M040,Edinburg,Home and lifestyle,$30,1.0,21/04/25,10:01:00,Ewallet,8.0,0.48
1664,M018,Frisco,Fashion accessories,$18,2.0,19/09/25,6:30:00,Ewallet,7.0,0.48
1665,M087,Waxahachie,Home and lifestyle,$34,2.0,17/02/25,14:14:00,Ewallet,4.0,0.33
1666,M030,Richardson,Fashion accessories,$59,1.0,09/02/25,12:45:00,Ewallet,8.0,0.48
1667,M041,Mission,Home and lifestyle,$36,3.0,28/08/25,14:37:00,Ewallet,8.0,0.48
1668,M022,Mesquite,Fashion accessories,$45,1.0,28/06/25,13:22:00,Ewallet,6.0,0.48
1669,M045,Missouri City,Home and lifestyle,$23,1.0,26/04/25,18:42:00,Credit card,7.0,0.48
1670,M097,Alice,Fashion accessories,$19,2.0,10/02/25,12:30:00,Ewallet,4.0,0.18
1671,M020,Killeen,Home and lifestyle,$21,2.0,22/02/25,15:26:00,Ewallet,5.0,0.48
1672,M048,Harlingen,Fashion accessories,$53,3.0,08/06/25,17:13:00,Ewallet,6.0,0.48
1673,M028,Odessa,Home and lifestyle,$30,1.0,28/02/25,19:19:00,Ewallet,7.0,0.48
1674,M088,Cleburne,Fashion accessories,$47,3.0,20/12/25,9:36:00,Ewallet,5.0,0.33
1675,M085,Kerrville,Home and lifestyle,$20,1.0,14/11/25,18:37:00,Ewallet,6.0,0.33
1676,M036,Allen,Fashion accessories,$24,3.0,17/08/25,6:17:00,Ewallet,9.0,0.48
1677,M094,Alamo,Home and lifestyle,$49,2.0,22/09/25,10:18:00,Ewallet,8.0,0.33
1678,M010,Laredo,Fashion accessories,$25,3.0,12/06/25,20:35:00,Ewallet,8.0,0.48
1679,M001,Houston,Home and lifestyle,$80,1.0,10/07/25,19:11:00,Ewallet,8.0,0.36
1680,M060,DeSoto,Fashion accessories,$23,3.0,09/04/25,9:18:00,Ewallet,5.0,0.33
1681,M040,Edinburg,Home and lifestyle,$18,1.0,07/06/25,11:04:00,Ewallet,4.0,0.48
1682,M057,Euless,Fashion accessories,$66,2.0,26/10/25,7:05:00,Ewallet,8.0,0.33
1683,M051,New Braunfels,Home and lifestyle,$35,2.0,08/02/25,19:02:00,Ewallet,6.0,0.48
1684,M090,Brownwood,Fashion accessories,$81,3.0,28/11/25,11:06:00,Ewallet,5.0,0.33
1685,M047,Flower Mound,Home and lifestyle,$70,3.0,19/10/25,16:05:00,Ewallet,8.0,0.48
1686,M051,New Braunfels,Fashion accessories,$24,3.0,24/10/25,11:48:00,Ewallet,8.0,0.48
1687,M048,Harlingen,Home and lifestyle,$77,1.0,25/08/25,22:06:00,Ewallet,7.0,0.48
1688,M083,Farmers Branch,Fashion accessories,$48,3.0,13/02/25,12:28:00,Ewallet,9.0,0.33
1689,M068,Burleson,Home and lifestyle,$33,2.0,03/03/25,18:38:00,Ewallet,7.0,0.33
1690,M037,League City,Fashion accessories,$59,3.0,12/12/25,21:15:00,Ewallet,5.0,0.48
1691,M061,Cedar Park,Home and lifestyle,$84,1.0,17/03/25,18:24:00,Ewallet,9.0,0.33
1692,M095,Big Spring,Fashion accessories,$58,1.0,21/06/25,17:12:00,Ewallet,6.0,0.33
1693,M002,Dallas,Home and lifestyle,$59,3.0,07/02/25,9:59:00,Ewallet,5.0,0.36
1694,M063,Georgetown,Fashion accessories,$54,2.0,05/08/25,17:17:00,Ewallet,9.0,0.33
1695,M062,Galveston,Home and lifestyle,$85,2.0,19/03/25,15:10:00,Ewallet,8.0,0.33
1696,M076,Huntsville,Fashion accessories,$85,1.0,28/07/25,20:12:00,Ewallet,8.0,0.33
1697,M052,Mansfield,Home and lifestyle,$58,3.0,15/09/25,13:34:00,Ewallet,7.0,0.57
1698,M005,Fort Worth,Fashion accessories,$47,1.0,25/10/25,6:38:00,Ewallet,5.0,0.48
1699,M052,Mansfield,Home and lifestyle,$19,1.0,12/02/25,13:30:00,Ewallet,6.0,0.57
1700,M027,Abilene,Fashion accessories,$70,3.0,18/11/25,10:19:00,Ewallet,9.0,0.48
1701,M036,Allen,Home and lifestyle,$24,3.0,06/11/25,17:37:00,Ewallet,4.0,0.48
1702,M017,McKinney,Fashion accessories,$47,1.0,29/07/25,19:01:00,Ewallet,7.0,0.48
1703,M036,Allen,Home and lifestyle,$42,2.0,06/04/25,22:44:00,Ewallet,6.0,0.48
1704,M037,League City,Fashion accessories,$17,1.0,01/03/25,17:20:00,Ewallet,4.0,0.48
1705,M024,Carrollton,Home and lifestyle,$77,3.0,25/11/25,13:36:00,Ewallet,9.0,0.48
1706,M001,Houston,Fashion accessories,$44,2.0,14/04/25,11:28:00,Ewallet,9.0,0.36
1707,M068,Burleson,Home and lifestyle,$67,3.0,19/10/25,16:14:00,Ewallet,6.0,0.33
1708,M041,Mission,Fashion accessories,$34,1.0,14/11/25,16:55:00,Ewallet,8.0,0.48
1709,M079,La Porte,Home and lifestyle,$78,1.0,13/08/25,19:51:00,Ewallet,5.0,0.33
1710,M011,Lubbock,Fashion accessories,$25,1.0,14/01/25,14:57:00,Ewallet,9.0,0.48
1711,M051,New Braunfels,Home and lifestyle,$49,1.0,30/05/25,15:03:00,Ewallet,7.0,0.48
1712,M069,Rockwall,Fashion accessories,$52,2.0,04/11/25,20:10:00,Ewallet,4.0,0.33
1713,M062,Galveston,Home and lifestyle,$73,1.0,16/08/25,13:05:00,Ewallet,8.0,0.33
1714,M007,Arlington,Fashion accessories,$26,2.0,17/05/25,22:40:00,Ewallet,5.0,0.48
1715,M037,League City,Home and lifestyle,$52,2.0,26/01/25,8:14:00,Ewallet,6.0,0.48
1716,M024,Carrollton,Fashion accessories,$39,3.0,28/03/25,17:08:00,Ewallet,6.0,0.48
1717,M006,El Paso,Home and lifestyle,$50,3.0,21/09/25,6:35:00,Ewallet,6.0,0.48
1718,M006,El Paso,Fashion accessories,$37,3.0,08/09/25,17:27:00,Ewallet,7.0,0.48
1719,M063,Georgetown,Home and lifestyle,$59,3.0,02/07/25,9:24:00,Ewallet,9.0,0.33
1720,M069,Rockwall,Fashion accessories,$53,2.0,02/07/25,12:54:00,Ewallet,7.0,0.33
1721,M020,Killeen,Home and lifestyle,$64,3.0,17/04/25,13:53:00,Ewallet,7.0,0.48
1722,M017,McKinney,Fashion accessories,$59,3.0,04/09/25,12:28:00,Ewallet,9.0,0.48
1723,M098,Mineral Wells,Home and lifestyle,$68,1.0,15/02/25,11:16:00,Ewallet,5.0,0.18
1724,M069,Rockwall,Fashion accessories,$55,2.0,14/05/25,21:50:00,Ewallet,7.0,0.33
1725,M098,Mineral Wells,Home and lifestyle,$39,2.0,22/03/25,14:52:00,Ewallet,6.0,0.18
1726,M079,La Porte,Fashion accessories,$82,1.0,22/03/25,17:06:00,Ewallet,8.0,0.33
1727,M059,Pflugerville,Home and lifestyle,$61,3.0,30/12/25,21:45:00,Ewallet,8.0,0.33
1728,M022,Mesquite,Fashion accessories,$28,3.0,04/07/25,18:34:00,Ewallet,9.0,0.48
1729,M022,Mesquite,Home and lifestyle,$61,1.0,11/02/25,16:54:00,Ewallet,4.0,0.48
1730,M006,El Paso,Fashion accessories,$84,1.0,21/04/25,21:52:00,Ewallet,9.0,0.48
1731,M017,McKinney,Home and lifestyle,$58,1.0,20/12/25,13:57:00,Ewallet,8.0,0.48
1732,M015,Grand Prairie,Fashion accessories,$41,1.0,01/04/25,11:04:00,Ewallet,4.0,0.48
1733,M053,Conroe,Home and lifestyle,$20,1.0,15/10/25,21:37:00,Ewallet,5.0,0.57
1734,M033,Pearland,Fashion accessories,$31,1.0,08/06/25,20:37:00,Ewallet,4.0,0.48
1735,M045,Missouri City,Home and lifestyle,$85,2.0,03/10/25,8:19:00,Credit card,8.0,0.48
1736,M002,Dallas,Fashion accessories,$54,1.0,14/10/25,7:43:00,Ewallet,5.0,0.36
1737,M071,Lufkin,Home and lifestyle,$20,3.0,23/05/25,15:22:00,Ewallet,4.0,0.33
1738,M077,Coppell,Fashion accessories,$43,3.0,27/11/25,6:05:00,Ewallet,6.0,0.33
1739,M071,Lufkin,Home and lifestyle,$54,1.0,10/10/25,22:03:00,Ewallet,7.0,0.33
1740,M093,Angleton,Fashion accessories,$51,3.0,09/10/25,18:02:00,Ewallet,7.0,0.33
1741,M005,Fort Worth,Home and lifestyle,$45,3.0,11/08/25,9:06:00,Ewallet,9.0,0.48
1742,M019,Pasadena,Fashion accessories,$40,1.0,19/01/25,12:07:00,Ewallet,6.0,0.48
1743,M083,Farmers Branch,Home and lifestyle,$29,2.0,05/01/25,16:14:00,Ewallet,8.0,0.33
1744,M092,Lake Jackson,Fashion accessories,$63,2.0,09/12/25,14:20:00,Ewallet,7.0,0.33
1745,M015,Grand Prairie,Home and lifestyle,$41,1.0,10/08/25,13:54:00,Ewallet,9.0,0.48
1746,M005,Fort Worth,Fashion accessories,$67,2.0,09/02/25,21:00:00,Ewallet,8.0,0.48
1747,M033,Pearland,Home and lifestyle,$74,3.0,16/08/25,18:53:00,Ewallet,5.0,0.48
